b 	 theta 
-8.410000 	 0.000000 
-8.400000 	 0.000000 
-8.390000 	 0.000000 
-8.380000 	 0.000000 
-8.370000 	 0.000000 
-8.360000 	 0.000000 
-8.350000 	 0.000000 
-8.340000 	 0.000000 
-8.330000 	 0.000000 
-8.320000 	 0.000000 
-8.310000 	 0.000000 
-8.300000 	 0.000000 
-8.290000 	 0.000000 
-8.280000 	 0.000000 
-8.270000 	 0.000000 
-8.260000 	 0.000000 
-8.250000 	 0.000000 
-8.240000 	 0.000000 
-8.230000 	 0.000000 
-8.220000 	 0.000000 
-8.210000 	 0.000000 
-8.200000 	 0.000000 
-8.190000 	 0.000000 
-8.180000 	 0.000000 
-8.170000 	 0.000000 
-8.160000 	 0.000000 
-8.150000 	 0.000000 
-8.140000 	 0.000000 
-8.130000 	 0.000000 
-8.120000 	 0.000000 
-8.110000 	 0.000000 
-8.100000 	 0.000000 
-8.090000 	 0.000000 
-8.080000 	 0.000000 
-8.070000 	 0.000000 
-8.060000 	 0.000000 
-8.050000 	 0.000000 
-8.040000 	 0.000000 
-8.030000 	 0.000000 
-8.020000 	 0.000000 
-8.010000 	 0.000000 
-8.000000 	 0.000000 
-7.990000 	 0.000000 
-7.980000 	 0.000000 
-7.970000 	 0.000000 
-7.960000 	 0.000000 
-7.950000 	 0.000000 
-7.940000 	 0.000000 
-7.930000 	 0.000000 
-7.920000 	 0.000000 
-7.910000 	 0.000000 
-7.900000 	 0.000000 
-7.890000 	 0.000000 
-7.880000 	 0.000000 
-7.870000 	 0.000000 
-7.860000 	 0.000000 
-7.850000 	 0.000000 
-7.840000 	 0.000000 
-7.830000 	 0.000000 
-7.820000 	 0.000000 
-7.810000 	 0.000000 
-7.800000 	 0.000000 
-7.790000 	 0.000000 
-7.780000 	 0.000000 
-7.770000 	 0.000000 
-7.760000 	 0.000000 
-7.750000 	 0.000000 
-7.740000 	 0.000000 
-7.730000 	 0.000000 
-7.720000 	 0.000000 
-7.710000 	 0.000000 
-7.700000 	 0.000000 
-7.690000 	 0.000000 
-7.680000 	 0.000000 
-7.670000 	 0.000000 
-7.660000 	 0.000000 
-7.650000 	 0.000000 
-7.640000 	 0.000000 
-7.630000 	 0.000000 
-7.620000 	 0.000000 
-7.610000 	 0.000000 
-7.600000 	 0.000000 
-7.590000 	 0.000000 
-7.580000 	 0.000000 
-7.570000 	 0.000000 
-7.560000 	 0.000000 
-7.550000 	 0.000000 
-7.540000 	 0.000000 
-7.530000 	 0.000000 
-7.520000 	 0.000000 
-7.510000 	 0.000000 
-7.500000 	 0.000000 
-7.490000 	 0.000000 
-7.480000 	 0.000000 
-7.470000 	 0.000000 
-7.460000 	 0.000000 
-7.450000 	 0.000000 
-7.440000 	 0.000000 
-7.430000 	 0.000000 
-7.420000 	 0.000000 
-7.410000 	 0.000000 
-7.400000 	 0.000000 
-7.390000 	 0.000000 
-7.380000 	 0.000000 
-7.370000 	 0.000000 
-7.360000 	 0.000000 
-7.350000 	 0.000000 
-7.340000 	 0.000000 
-7.330000 	 0.000000 
-7.320000 	 0.000000 
-7.310000 	 0.000000 
-7.300000 	 0.000000 
-7.290000 	 0.000000 
-7.280000 	 0.000000 
-7.270000 	 0.000000 
-7.260000 	 0.000000 
-7.250000 	 0.000000 
-7.240000 	 0.000000 
-7.230000 	 0.000000 
-7.220000 	 0.000000 
-7.210000 	 0.000000 
-7.200000 	 0.000000 
-7.190000 	 0.000000 
-7.180000 	 0.000000 
-7.170000 	 0.000000 
-7.160000 	 0.000000 
-7.150000 	 0.000000 
-7.140000 	 0.000000 
-7.130000 	 0.000000 
-7.120000 	 0.000000 
-7.110000 	 0.000000 
-7.100000 	 0.000000 
-7.090000 	 0.000000 
-7.080000 	 0.000000 
-7.070000 	 0.000000 
-7.060000 	 0.000000 
-7.050000 	 0.000000 
-7.040000 	 0.000000 
-7.030000 	 0.000000 
-7.020000 	 0.000000 
-7.010000 	 0.000000 
-7.000000 	 0.000000 
-6.990000 	 0.000000 
-6.980000 	 0.000000 
-6.970000 	 0.000000 
-6.960000 	 0.000000 
-6.950000 	 0.000000 
-6.940000 	 0.000000 
-6.930000 	 0.000000 
-6.920000 	 0.000000 
-6.910000 	 0.000000 
-6.900000 	 0.000000 
-6.890000 	 0.000000 
-6.880000 	 0.000000 
-6.870000 	 0.000000 
-6.860000 	 0.000000 
-6.850000 	 0.000000 
-6.840000 	 0.000000 
-6.830000 	 0.000000 
-6.820000 	 0.000000 
-6.810000 	 0.000000 
-6.800000 	 0.000000 
-6.790000 	 0.000000 
-6.780000 	 0.000000 
-6.770000 	 0.000000 
-6.760000 	 0.000000 
-6.750000 	 0.000000 
-6.740000 	 0.000000 
-6.730000 	 0.000000 
-6.720000 	 0.000000 
-6.710000 	 0.000000 
-6.700000 	 0.000000 
-6.690000 	 0.000000 
-6.680000 	 0.000000 
-6.670000 	 0.000000 
-6.660000 	 0.000000 
-6.650000 	 0.000000 
-6.640000 	 0.000000 
-6.630000 	 0.000000 
-6.620000 	 0.000000 
-6.610000 	 0.000000 
-6.600000 	 0.000000 
-6.590000 	 0.000000 
-6.580000 	 0.000000 
-6.570000 	 0.000000 
-6.560000 	 0.000000 
-6.550000 	 0.000000 
-6.540000 	 0.000000 
-6.530000 	 0.000000 
-6.520000 	 0.000000 
-6.510000 	 0.000000 
-6.500000 	 0.000000 
-6.490000 	 0.000000 
-6.480000 	 0.000000 
-6.470000 	 0.000000 
-6.460000 	 0.000000 
-6.450000 	 0.000000 
-6.440000 	 0.000000 
-6.430000 	 0.000000 
-6.420000 	 0.000000 
-6.410000 	 0.000000 
-6.400000 	 0.000000 
-6.390000 	 0.000000 
-6.380000 	 0.000000 
-6.370000 	 0.000000 
-6.360000 	 0.000000 
-6.350000 	 0.000000 
-6.340000 	 0.000000 
-6.330000 	 0.000000 
-6.320000 	 0.000000 
-6.310000 	 0.000000 
-6.300000 	 0.000000 
-6.290000 	 0.000000 
-6.280000 	 0.000000 
-6.270000 	 0.000000 
-6.260000 	 0.000000 
-6.250000 	 0.000000 
-6.240000 	 0.000000 
-6.230000 	 0.000000 
-6.220000 	 0.000000 
-6.210000 	 0.000000 
-6.200000 	 0.000000 
-6.190000 	 0.000000 
-6.180000 	 0.000000 
-6.170000 	 0.000000 
-6.160000 	 0.000000 
-6.150000 	 0.000000 
-6.140000 	 0.000000 
-6.130000 	 0.000000 
-6.120000 	 0.000000 
-6.110000 	 0.000000 
-6.100000 	 0.000000 
-6.090000 	 0.000000 
-6.080000 	 0.000000 
-6.070000 	 0.000000 
-6.060000 	 0.000000 
-6.050000 	 0.000000 
-6.040000 	 0.000000 
-6.030000 	 0.000000 
-6.020000 	 0.000000 
-6.010000 	 0.000000 
-6.000000 	 0.000000 
-5.990000 	 0.000000 
-5.980000 	 0.000000 
-5.970000 	 0.000000 
-5.960000 	 0.000000 
-5.950000 	 0.000000 
-5.940000 	 0.000000 
-5.930000 	 0.000000 
-5.920000 	 0.000000 
-5.910000 	 0.000000 
-5.900000 	 0.000000 
-5.890000 	 0.000000 
-5.880000 	 0.000000 
-5.870000 	 0.000000 
-5.860000 	 0.000000 
-5.850000 	 0.000000 
-5.840000 	 0.000000 
-5.830000 	 0.000000 
-5.820000 	 0.000000 
-5.810000 	 0.000000 
-5.800000 	 0.000000 
-5.790000 	 0.000000 
-5.780000 	 0.000000 
-5.770000 	 0.000000 
-5.760000 	 0.000000 
-5.750000 	 0.000000 
-5.740000 	 0.000000 
-5.730000 	 0.000000 
-5.720000 	 0.000000 
-5.710000 	 0.000000 
-5.700000 	 0.000000 
-5.690000 	 0.000000 
-5.680000 	 0.000000 
-5.670000 	 0.000000 
-5.660000 	 0.000000 
-5.650000 	 0.000000 
-5.640000 	 0.000000 
-5.630000 	 0.000000 
-5.620000 	 0.000000 
-5.610000 	 0.000000 
-5.600000 	 0.000000 
-5.590000 	 0.000000 
-5.580000 	 0.000000 
-5.570000 	 0.000000 
-5.560000 	 0.000000 
-5.550000 	 0.000000 
-5.540000 	 0.000000 
-5.530000 	 0.000000 
-5.520000 	 0.000000 
-5.510000 	 0.000000 
-5.500000 	 0.000000 
-5.490000 	 0.000000 
-5.480000 	 0.000000 
-5.470000 	 0.000000 
-5.460000 	 0.000000 
-5.450000 	 0.000000 
-5.440000 	 0.000000 
-5.430000 	 0.000000 
-5.420000 	 0.000000 
-5.410000 	 0.000000 
-5.400000 	 0.000000 
-5.390000 	 0.000000 
-5.380000 	 0.000000 
-5.370000 	 0.000000 
-5.360000 	 0.000001 
-5.350000 	 0.000001 
-5.340000 	 0.000001 
-5.330000 	 0.000001 
-5.320000 	 0.000001 
-5.310000 	 0.000001 
-5.300000 	 0.000001 
-5.290000 	 0.000001 
-5.280000 	 0.000001 
-5.270000 	 0.000001 
-5.260000 	 0.000001 
-5.250000 	 0.000002 
-5.240000 	 0.000002 
-5.230000 	 0.000002 
-5.220000 	 0.000002 
-5.210000 	 0.000002 
-5.200000 	 0.000002 
-5.190000 	 0.000003 
-5.180000 	 0.000003 
-5.170000 	 0.000003 
-5.160000 	 0.000004 
-5.150000 	 0.000004 
-5.140000 	 0.000004 
-5.130000 	 0.000005 
-5.120000 	 0.000005 
-5.110000 	 0.000006 
-5.100000 	 0.000007 
-5.090000 	 0.000007 
-5.080000 	 0.000008 
-5.070000 	 0.000009 
-5.060000 	 0.000010 
-5.050000 	 0.000011 
-5.040000 	 0.000012 
-5.030000 	 0.000013 
-5.020000 	 0.000014 
-5.010000 	 0.000015 
-5.000000 	 0.000017 
-4.990000 	 0.000019 
-4.980000 	 0.000020 
-4.970000 	 0.000022 
-4.960000 	 0.000025 
-4.950000 	 0.000027 
-4.940000 	 0.000030 
-4.930000 	 0.000032 
-4.920000 	 0.000036 
-4.910000 	 0.000039 
-4.900000 	 0.000043 
-4.890000 	 0.000047 
-4.880000 	 0.000051 
-4.870000 	 0.000056 
-4.860000 	 0.000062 
-4.850000 	 0.000068 
-4.840000 	 0.000074 
-4.830000 	 0.000081 
-4.820000 	 0.000089 
-4.810000 	 0.000097 
-4.800000 	 0.000106 
-4.790000 	 0.000116 
-4.780000 	 0.000127 
-4.770000 	 0.000138 
-4.760000 	 0.000151 
-4.750000 	 0.000165 
-4.740000 	 0.000181 
-4.730000 	 0.000197 
-4.720000 	 0.000215 
-4.710000 	 0.000235 
-4.700000 	 0.000257 
-4.690000 	 0.000280 
-4.680000 	 0.000306 
-4.670000 	 0.000333 
-4.660000 	 0.000363 
-4.650000 	 0.000396 
-4.640000 	 0.000432 
-4.630000 	 0.000471 
-4.620000 	 0.000513 
-4.610000 	 0.000559 
-4.600000 	 0.000609 
-4.590000 	 0.000663 
-4.580000 	 0.000721 
-4.570000 	 0.000785 
-4.560000 	 0.000854 
-4.550000 	 0.000930 
-4.540000 	 0.001011 
-4.530000 	 0.001100 
-4.520000 	 0.001196 
-4.510000 	 0.001300 
-4.500000 	 0.001412 
-4.490000 	 0.001535 
-4.480000 	 0.001667 
-4.470000 	 0.001811 
-4.460000 	 0.001966 
-4.450000 	 0.002134 
-4.440000 	 0.002316 
-4.430000 	 0.002514 
-4.420000 	 0.002727 
-4.410000 	 0.002958 
-4.400000 	 0.003208 
-4.390000 	 0.003478 
-4.380000 	 0.003770 
-4.370000 	 0.004086 
-4.360000 	 0.004427 
-4.350000 	 0.004796 
-4.340000 	 0.005194 
-4.330000 	 0.005624 
-4.320000 	 0.006088 
-4.310000 	 0.006590 
-4.300000 	 0.007131 
-4.290000 	 0.007715 
-4.280000 	 0.008345 
-4.270000 	 0.009024 
-4.260000 	 0.009757 
-4.250000 	 0.010547 
-4.240000 	 0.011398 
-4.230000 	 0.012316 
-4.220000 	 0.013304 
-4.210000 	 0.014369 
-4.200000 	 0.015516 
-4.190000 	 0.016750 
-4.180000 	 0.018080 
-4.170000 	 0.019510 
-4.160000 	 0.021049 
-4.150000 	 0.022705 
-4.140000 	 0.024486 
-4.130000 	 0.026402 
-4.120000 	 0.028461 
-4.110000 	 0.030674 
-4.100000 	 0.033053 
-4.090000 	 0.035609 
-4.080000 	 0.038355 
-4.070000 	 0.041304 
-4.060000 	 0.044471 
-4.050000 	 0.047870 
-4.040000 	 0.051520 
-4.030000 	 0.055437 
-4.020000 	 0.059639 
-4.010000 	 0.064148 
-4.000000 	 0.068983 
-3.990000 	 0.074170 
-3.980000 	 0.079730 
-3.970000 	 0.085691 
-3.960000 	 0.092081 
-3.950000 	 0.098928 
-3.940000 	 0.106265 
-3.930000 	 0.114126 
-3.920000 	 0.122546 
-3.910000 	 0.131564 
-3.900000 	 0.141221 
-3.890000 	 0.151560 
-3.880000 	 0.162630 
-3.870000 	 0.174479 
-3.860000 	 0.187161 
-3.850000 	 0.200733 
-3.840000 	 0.215257 
-3.830000 	 0.230797 
-3.820000 	 0.247422 
-3.810000 	 0.265208 
-3.800000 	 0.284235 
-3.790000 	 0.304586 
-3.780000 	 0.326355 
-3.770000 	 0.349637 
-3.760000 	 0.374539 
-3.750000 	 0.401173 
-3.740000 	 0.429658 
-3.730000 	 0.460125 
-3.720000 	 0.492711 
-3.710000 	 0.527568 
-3.700000 	 0.564854 
-3.690000 	 0.604743 
-3.680000 	 0.647421 
-3.670000 	 0.693089 
-3.660000 	 0.741965 
-3.650000 	 0.794281 
-3.640000 	 0.850292 
-3.630000 	 0.910272 
-3.620000 	 0.974521 
-3.610000 	 1.043360 
-3.600000 	 1.117143 
-3.590000 	 1.196253 
-3.580000 	 1.281109 
-3.570000 	 1.372170 
-3.560000 	 1.469935 
-3.550000 	 1.574957 
-3.540000 	 1.687841 
-3.530000 	 1.809254 
-3.520000 	 1.939934 
-3.510000 	 2.080699 
-3.500000 	 2.232456 
-3.490000 	 2.396217 
-3.480000 	 2.573111 
-3.470000 	 2.764407 
-3.460000 	 2.971528 
-3.450000 	 3.196085 
-3.440000 	 3.439901 
-3.430000 	 3.705052 
-3.420000 	 3.993913 
-3.410000 	 4.309211 
-3.400000 	 4.654098 
-3.390000 	 5.032236 
-3.380000 	 5.447905 
-3.370000 	 5.906144 
-3.360000 	 6.412929 
-3.350000 	 6.975406 
-3.340000 	 7.602203 
-3.330000 	 8.303840 
-3.320000 	 9.093302 
-3.310000 	 9.986830 
-3.300000 	 11.005058 
-3.290000 	 12.174677 
-3.280000 	 13.530977 
-3.270000 	 15.121835 
-3.260000 	 17.014322 
-3.250000 	 19.306270 
-3.240000 	 22.148026 
-3.230000 	 25.787515 
-3.220000 	 30.676412 
-3.210000 	 37.772210 
-3.200000 	 49.696390 
-3.190000 	 79.972844 
-3.180000 	 -16.405867 
-3.170000 	 70.075884 
-3.160000 	 -62.631304 
-3.150000 	 -72.034240 
-3.140000 	 -59.295835 
-3.130000 	 43.420370 
-3.120000 	 -51.808028 
-3.110000 	 -89.435233 
-3.100000 	 80.923979 
-3.090000 	 79.445453 
-3.080000 	 81.791364 
-3.070000 	 87.139084 
-3.060000 	 -84.468553 
-3.050000 	 -74.164861 
-3.040000 	 -71.472490 
-3.030000 	 -85.560855 
-3.020000 	 77.880566 
-3.010000 	 64.027663 
-3.000000 	 48.542390 
-2.990000 	 33.442345 
-2.980000 	 32.816869 
-2.970000 	 25.509168 
-2.960000 	 70.556984 
-2.950000 	 -81.268431 
-2.940000 	 -58.087749 
-2.930000 	 43.639111 
-2.920000 	 -1.160537 
-2.910000 	 -9.863352 
-2.900000 	 12.250567 
-2.890000 	 13.304200 
-2.880000 	 14.903334 
-2.870000 	 24.823197 
-2.860000 	 35.100856 
-2.850000 	 45.772475 
-2.840000 	 57.201482 
-2.830000 	 70.024881 
-2.820000 	 85.525694 
-2.810000 	 -72.605928 
-2.800000 	 -13.474389 
-2.790000 	 -89.080160 
-2.780000 	 52.692527 
-2.770000 	 34.481457 
-2.760000 	 32.466818 
-2.750000 	 36.952044 
-2.740000 	 45.041471 
-2.730000 	 55.577448 
-2.720000 	 68.315806 
-2.710000 	 83.851115 
-2.700000 	 -75.513379 
-2.690000 	 -38.068986 
-2.680000 	 58.440863 
-2.670000 	 -75.670307 
-2.660000 	 -26.525104 
-2.650000 	 -73.354940 
-2.640000 	 -88.912015 
-2.630000 	 -36.492786 
-2.620000 	 83.053995 
-2.610000 	 49.735772 
-2.600000 	 -27.540779 
-2.590000 	 -54.742538 
-2.580000 	 -72.397296 
-2.570000 	 -85.945692 
-2.560000 	 82.743745 
-2.550000 	 72.861507 
-2.540000 	 63.994379 
-2.530000 	 55.915886 
-2.520000 	 48.512414 
-2.510000 	 41.771759 
-2.500000 	 35.845954 
-2.490000 	 31.374853 
-2.480000 	 32.003496 
-2.470000 	 -24.810758 
-2.460000 	 -0.712095 
-2.450000 	 9.430676 
-2.440000 	 22.117120 
-2.430000 	 60.352899 
-2.420000 	 -2.202289 
-2.410000 	 75.088499 
-2.400000 	 -25.833623 
-2.390000 	 -7.249013 
-2.380000 	 -66.377981 
-2.370000 	 -89.712242 
-2.360000 	 48.558037 
-2.350000 	 -3.307078 
-2.340000 	 3.489477 
-2.330000 	 18.908148 
-2.320000 	 32.755566 
-2.310000 	 38.361623 
-2.300000 	 27.324175 
-2.290000 	 -3.596787 
-2.280000 	 -33.845378 
-2.270000 	 -48.658608 
-2.260000 	 64.362884 
-2.250000 	 -3.174957 
-2.240000 	 34.171977 
-2.230000 	 44.137763 
-2.220000 	 50.766948 
-2.210000 	 56.638700 
-2.200000 	 62.278272 
-2.190000 	 67.782874 
-2.180000 	 73.152151 
-2.170000 	 78.370290 
-2.160000 	 83.425376 
-2.150000 	 88.311919 
-2.140000 	 -86.970629 
-2.130000 	 -82.419779 
-2.120000 	 -78.031489 
-2.110000 	 -73.801176 
-2.100000 	 -69.724328 
-2.090000 	 -65.796863 
-2.080000 	 -62.015314 
-2.070000 	 -58.376898 
-2.060000 	 -54.879517 
-2.050000 	 -51.521715 
-2.040000 	 -48.302608 
-2.030000 	 -45.221787 
-2.020000 	 -42.279220 
-2.010000 	 -39.475137 
-2.000000 	 -36.809922 
-1.990000 	 -34.283990 
-1.980000 	 -31.897679 
-1.970000 	 -29.651142 
-1.960000 	 -27.544247 
-1.950000 	 -25.576490 
-1.940000 	 -23.746919 
-1.930000 	 -22.054081 
-1.920000 	 -20.495983 
-1.910000 	 -19.070069 
-1.900000 	 -17.773224 
-1.890000 	 -16.601788 
-1.880000 	 -15.551597 
-1.870000 	 -14.618027 
-1.860000 	 -13.796056 
-1.850000 	 -13.080337 
-1.840000 	 -12.465265 
-1.830000 	 -11.945059 
-1.820000 	 -11.513831 
-1.810000 	 -11.165659 
-1.800000 	 -10.894651 
-1.790000 	 -10.694997 
-1.780000 	 -10.561020 
-1.770000 	 -10.487212 
-1.760000 	 -10.468261 
-1.750000 	 -10.499067 
-1.740000 	 -10.574751 
-1.730000 	 -10.690652 
-1.720000 	 -10.842316 
-1.710000 	 -11.025477 
-1.700000 	 -11.236031 
-1.690000 	 -11.470002 
-1.680000 	 -11.723504 
-1.670000 	 -11.992696 
-1.660000 	 -12.273730 
-1.650000 	 -12.562699 
-1.640000 	 -12.855579 
-1.630000 	 -13.148165 
-1.620000 	 -13.436013 
-1.610000 	 -13.714366 
-1.600000 	 -13.978097 
-1.590000 	 -14.221642 
-1.580000 	 -14.438945 
-1.570000 	 -14.623402 
-1.560000 	 -14.767823 
-1.550000 	 -14.864390 
-1.540000 	 -14.904612 
-1.530000 	 -14.879219 
-1.520000 	 -14.777886 
-1.510000 	 -14.588511 
-1.500000 	 -14.295368 
-1.490000 	 -13.874496 
-1.480000 	 -13.281994 
-1.470000 	 -12.422950 
-1.460000 	 -11.060504 
-1.450000 	 -8.496190 
-1.440000 	 -1.915630 
-1.430000 	 -43.358939 
-1.420000 	 7.759671 
-1.410000 	 16.060472 
-1.400000 	 20.896674 
-1.390000 	 27.286424 
-1.380000 	 40.046562 
-1.370000 	 72.027903 
-1.360000 	 72.340751 
-1.350000 	 69.251263 
-1.340000 	 64.885313 
-1.330000 	 62.128771 
-1.320000 	 61.011493 
-1.310000 	 61.341062 
-1.300000 	 62.896881 
-1.290000 	 65.452301 
-1.280000 	 68.784437 
-1.270000 	 72.686928 
-1.260000 	 76.981394 
-1.250000 	 81.523383 
-1.240000 	 86.202304 
-1.230000 	 -89.062649 
-1.220000 	 -84.328235 
-1.210000 	 -79.632890 
-1.200000 	 -75.001643 
-1.190000 	 -70.449985 
-1.180000 	 -65.986770 
-1.170000 	 -61.616321 
-1.160000 	 -57.339937 
-1.150000 	 -53.156946 
-1.140000 	 -49.065454 
-1.130000 	 -45.062855 
-1.120000 	 -41.146203 
-1.110000 	 -37.312456 
-1.100000 	 -33.558661 
-1.090000 	 -29.882074 
-1.080000 	 -26.280254 
-1.070000 	 -22.751126 
-1.060000 	 -19.293022 
-1.050000 	 -15.904720 
-1.040000 	 -12.585459 
-1.030000 	 -9.334953 
-1.020000 	 -6.153382 
-1.010000 	 -3.041382 
-1.000000 	 -0.000000 
-0.990000 	 2.969363 
-0.980000 	 5.865050 
-0.970000 	 8.685287 
-0.960000 	 11.428378 
-0.950000 	 14.092970 
-0.940000 	 16.678409 
-0.930000 	 19.185201 
-0.920000 	 21.615612 
-0.910000 	 23.974441 
-0.900000 	 26.270005 
-0.890000 	 28.515410 
-0.880000 	 30.730224 
-0.870000 	 32.942711 
-0.860000 	 35.192942 
-0.850000 	 37.537291 
-0.840000 	 40.055292 
-0.830000 	 42.860649 
-0.820000 	 46.120165 
-0.810000 	 50.088937 
-0.800000 	 55.183065 
-0.790000 	 62.154045 
-0.780000 	 72.618487 
-0.770000 	 -88.406160 
-0.760000 	 84.228758 
-0.750000 	 -36.403367 
-0.740000 	 16.428230 
-0.730000 	 29.054090 
-0.720000 	 3.876889 
-0.710000 	 -61.926861 
-0.700000 	 -58.943258 
-0.690000 	 86.241571 
-0.680000 	 -78.207502 
-0.670000 	 2.820653 
-0.660000 	 37.099176 
-0.650000 	 -21.712510 
-0.640000 	 47.723293 
-0.630000 	 -76.227921 
-0.620000 	 19.144323 
-0.610000 	 -56.272989 
-0.600000 	 -72.116241 
-0.590000 	 -81.388169 
-0.580000 	 88.158740 
-0.570000 	 70.351710 
-0.560000 	 37.287228 
-0.550000 	 -38.518269 
-0.540000 	 -36.381797 
-0.530000 	 -30.030133 
-0.520000 	 -21.824526 
-0.510000 	 -12.229993 
-0.500000 	 -1.200009 
-0.490000 	 11.656021 
-0.480000 	 27.234809 
-0.470000 	 47.488648 
-0.460000 	 77.448009 
-0.450000 	 80.740741 
-0.440000 	 -75.667224 
-0.430000 	 -51.347387 
-0.420000 	 -46.523485 
-0.410000 	 -51.235931 
-0.400000 	 -60.611069 
-0.390000 	 -71.940805 
-0.380000 	 82.351947 
-0.370000 	 -35.625340 
-0.360000 	 23.606720 
-0.350000 	 72.489572 
-0.340000 	 85.524110 
-0.330000 	 -66.090590 
-0.320000 	 -21.789636 
-0.310000 	 22.822237 
-0.300000 	 -1.096123 
-0.290000 	 -14.892660 
-0.280000 	 -24.845236 
-0.270000 	 -32.684155 
-0.260000 	 -39.160278 
-0.250000 	 -44.676491 
-0.240000 	 -49.478152 
-0.230000 	 -53.727804 
-0.220000 	 -57.539663 
-0.210000 	 -60.997435 
-0.200000 	 -64.164307 
-0.190000 	 -67.088905 
-0.180000 	 -69.809020 
-0.170000 	 -72.354016 
-0.160000 	 -74.746432 
-0.150000 	 -77.003055 
